SalesOrderNumber,SalesOrderLineNumber,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmount,FreightAmount,CarrierTrackingNumber,CustomerPONumber,RevisionNumber
SO56701,1,24898,528,20210925,20211005,20211002,1,6,9,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56785,1,16708,587,20210926,20211006,20211003,1,6,9,1,769.4900,769.4900,0.0000,0,419.7784,419.7784,769.4900,61.5592,19.2373,,,1
SO56879,3,17217,482,20210928,20211008,20211005,1,100,8,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO56969,1,23922,378,20210930,20211010,20211007,1,100,8,1,2443.3500,2443.3500,0.0000,0,1554.9479,1554.9479,2443.3500,195.4680,61.0838,,,1
SO57237,1,22899,606,20211001,20211011,20211008,2,100,4,1,539.9900,539.9900,0.0000,0,343.6496,343.6496,539.9900,43.1992,13.4998,,,1
SO57328,2,21776,478,20211003,20211013,20211010,1,100,1,1,9.9900,9.9900,0.0000,0,3.7363,3.7363,9.9900,0.7992,0.2498,,,1
SO43766,1,16518,313,20190709,20190719,20190716,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44048,1,16713,314,20190730,20190809,20190806,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44355,1,11093,347,20190908,20190918,20190915,1,6,9,1,3399.9900,3399.9900,0.0000,0,1912.1544,1912.1544,3399.9900,271.9992,84.9998,,,1
SO44652,1,28407,350,20191014,20191024,20191021,1,39,7,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO44922,1,18277,314,20191115,20191125,20191122,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45169,1,18766,314,20191216,20191226,20191223,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45455,1,14163,310,20200119,20200129,20200126,1,100,8,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45726,1,12614,313,20200220,20200302,20200227,1,100,7,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45970,1,11963,348,20200324,20200403,20200331,1,6,9,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO46262,1,20445,313,20200420,20200430,20200427,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46537,1,11427,344,20200522,20200601,20200529,1,100,8,1,3399.9900,3399.9900,0.0000,0,1912.1544,1912.1544,3399.9900,271.9992,84.9998,,,1
SO46816,1,13230,370,20200616,20200626,20200623,1,100,1,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO47162,1,21418,371,20200712,20200722,20200719,1,6,9,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO47480,1,21568,371,20200804,20200814,20200811,1,6,9,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO47761,1,20548,325,20200904,20200914,20200911,1,100,8,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO48101,1,22575,369,20201002,20201012,20201009,2,6,9,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO48422,1,16946,379,20201102,20201112,20201109,1,98,10,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO48629,1,24916,389,20201120,20201130,20201127,1,6,9,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO48901,1,13960,352,20201213,20201223,20201220,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO49240,1,14058,352,20210107,20210117,20210114,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO49553,1,14302,354,20210129,20210208,20210205,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO49760,1,21423,358,20210221,20210303,20210228,1,19,6,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO50041,1,15841,341,20210315,20210325,20210322,1,100,4,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO50382,1,15591,360,20210404,20210414,20210411,1,6,9,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO65057,2,25518,214,20220128,20220207,20220204,1,100,7,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO50621,1,19474,341,20210428,20210508,20210505,1,100,7,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO50930,1,17950,381,20210516,20210526,20210523,1,100,7,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO51196,2,18906,479,20210601,20210611,20210608,1,6,9,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO51268,2,18212,484,20210606,20210616,20210613,1,6,9,1,7.9500,7.9500,0.0000,0,2.9733,2.9733,7.9500,0.6360,0.1988,,,1
SO51347,1,11062,361,20210610,20210620,20210617,1,100,1,1,2294.9900,2294.9900,0.0000,0,1251.9813,1251.9813,2294.9900,183.5992,57.3748,,,1
SO51419,1,18903,604,20210614,20210624,20210621,1,6,9,1,539.9900,539.9900,0.0000,0,343.6496,343.6496,539.9900,43.1992,13.4998,,,1
SO51491,1,11075,363,20210619,20210629,20210626,2,6,9,1,2294.9900,2294.9900,0.0000,0,1251.9813,1251.9813,2294.9900,183.5992,57.3748,,,1
SO51566,2,24414,477,20210623,20210703,20210630,1,100,4,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO51647,1,11144,363,20210628,20210708,20210705,2,100,1,1,2294.9900,2294.9900,0.0000,0,1251.9813,1251.9813,2294.9900,183.5992,57.3748,,,1
SO51915,3,20200,540,20210701,20210711,20210708,1,100,1,1,32.6000,32.6000,0.0000,0,12.1924,12.1924,32.6000,2.6080,0.8150,,,1
SO52001,2,13574,214,20210703,20210713,20210710,1,100,8,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO52092,1,27415,475,20210705,20210715,20210712,1,19,6,1,69.9900,69.9900,0.0000,0,26.1763,26.1763,69.9900,5.5992,1.7498,,,1
SO52179,3,23249,217,20210707,20210717,20210714,1,100,1,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO52262,3,11793,478,20210708,20210718,20210715,1,100,4,1,9.9900,9.9900,0.0000,0,3.7363,3.7363,9.9900,0.7992,0.2498,,,1
SO52339,1,23784,536,20210710,20210720,20210717,1,100,1,1,29.9900,29.9900,0.0000,0,11.2163,11.2163,29.9900,2.3992,0.7498,,,1
SO52426,2,24516,529,20210712,20210722,20210719,1,100,4,1,3.9900,3.9900,0.0000,0,1.4923,1.4923,3.9900,0.3192,0.0998,,,1
SO52511,2,13854,536,20210713,20210723,20210720,1,100,4,1,29.9900,29.9900,0.0000,0,11.2163,11.2163,29.9900,2.3992,0.7498,,,1
SO52596,1,15112,463,20210715,20210725,20210722,1,100,7,1,24.4900,24.4900,0.0000,0,9.1593,9.1593,24.4900,1.9592,0.6123,,,1
SO52679,3,21092,480,20210717,20210727,20210724,1,98,10,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO52767,2,16223,477,20210718,20210728,20210725,1,100,4,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52852,2,11931,228,20210720,20210730,20210727,1,100,4,1,49.9900,49.9900,0.0000,0,38.4923,38.4923,49.9900,3.9992,1.2498,,,1
SO52938,1,21234,474,20210722,20210801,20210729,1,100,4,1,69.9900,69.9900,0.0000,0,26.1763,26.1763,69.9900,5.5992,1.7498,,,1
SO53033,2,11827,490,20210724,20210803,20210731,1,19,6,1,53.9900,53.9900,0.0000,0,41.5723,41.5723,53.9900,4.3192,1.3498,,,1
SO53118,1,17387,485,20210725,20210804,20210801,1,19,6,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO55439,1,14017,587,20210901,20210911,20210908,1,100,4,1,769.4900,769.4900,0.0000,0,419.7784,419.7784,769.4900,61.5592,19.2373,,,1
SO56361,3,15418,480,20210918,20210928,20210925,1,19,6,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO56456,1,17694,477,20210920,20210930,20210927,1,100,4,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56534,2,25370,479,20210921,20211001,20210928,1,100,1,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO56617,1,21657,477,20210923,20211003,20210930,1,100,1,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56701,2,24898,480,20210925,20211005,20211002,2,6,9,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO56785,2,16708,477,20210926,20211006,20211003,1,6,9,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56880,1,19075,535,20210928,20211008,20211005,1,100,7,1,24.9900,24.9900,0.0000,0,9.3463,9.3463,24.9900,1.9992,0.6248,,,1
SO56969,2,23922,479,20210930,20211010,20211007,1,100,8,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO57237,2,22899,538,20211001,20211011,20211008,1,100,4,1,21.4900,21.4900,0.0000,0,8.0373,8.0373,21.4900,1.7192,0.5373,,,1
SO57328,3,21776,225,20211003,20211013,20211010,1,100,1,1,8.9900,8.9900,0.0000,0,6.9223,6.9223,8.9900,0.7192,0.2248,,,1
SO43767,1,11001,350,20190709,20190719,20190716,1,6,9,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO44049,1,13538,314,20190730,20190809,20190806,1,29,8,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44356,1,11099,345,20190908,20190918,20190915,1,6,9,1,3399.9900,3399.9900,0.0000,0,1912.1544,1912.1544,3399.9900,271.9992,84.9998,,,1
SO44653,1,20170,326,20191014,20191024,20191021,1,98,10,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO44923,1,18336,312,20191115,20191125,20191122,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45170,1,11462,351,20191216,20191226,20191223,1,6,9,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO45456,1,23113,312,20200119,20200129,20200126,1,19,6,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45727,1,11909,350,20200220,20200302,20200227,1,6,9,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO45971,1,11335,345,20200325,20200404,20200401,1,100,8,1,3399.9900,3399.9900,0.0000,0,1912.1544,1912.1544,3399.9900,271.9992,84.9998,,,1
SO46263,1,12834,310,20200420,20200430,20200427,1,100,7,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46538,1,12774,310,20200522,20200601,20200529,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46817,1,26121,356,20200616,20200626,20200623,1,100,4,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO47163,1,12671,362,20200712,20200722,20200719,2,6,9,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO47481,1,21899,373,20200804,20200814,20200811,1,6,9,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO47762,1,26330,352,20200904,20200914,20200911,1,100,1,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO48102,1,22576,379,20201002,20201012,20201009,1,6,9,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO48423,1,19297,341,20201102,20201112,20201109,1,100,7,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO48630,1,26623,358,20201121,20201201,20201128,1,100,1,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO48902,1,13966,358,20201213,20201223,20201220,1,6,9,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO49241,1,14065,354,20210107,20210117,20210114,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO49554,1,15739,337,20210129,20210208,20210205,1,100,4,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO49761,1,27270,339,20210221,20210303,20210228,1,19,6,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO50042,1,15770,327,20210315,20210325,20210322,1,100,4,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO50383,1,27353,327,20210404,20210414,20210411,1,6,9,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO65058,1,12964,537,20220128,20220207,20220204,1,19,6,1,35.0000,35.0000,0.0000,0,13.0900,13.0900,35.0000,2.8000,0.8750,,,1
SO50622,1,27536,343,20210428,20210508,20210505,1,19,6,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO50931,1,16569,379,20210516,20210526,20210523,1,100,7,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO51196,3,18906,477,20210601,20210611,20210608,1,6,9,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO51269,1,16693,374,20210606,20210616,20210613,1,6,9,1,2443.3500,2443.3500,0.0000,0,1554.9479,1554.9479,2443.3500,195.4680,61.0838,,,1
SO51347,2,11062,485,20210610,20210620,20210617,1,100,1,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO51419,2,18903,538,20210614,20210624,20210621,1,6,9,1,21.4900,21.4900,0.0000,0,8.0373,8.0373,21.4900,1.7192,0.5373,,,1
SO51492,1,11018,353,20210619,20210629,20210626,2,6,9,1,2319.9900,2319.9900,0.0000,0,1265.6195,1265.6195,2319.9900,185.5992,57.9998,,,1
SO51566,3,24414,479,20210623,20210703,20210630,1,100,4,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO51647,2,11144,487,20210628,20210708,20210705,1,100,1,1,54.9900,54.9900,0.0000,0,20.5663,20.5663,54.9900,4.3992,1.3748,,,1
SO51916,1,11693,359,20210701,20210711,20210708,1,19,6,1,2294.9900,2294.9900,0.0000,0,1251.9813,1251.9813,2294.9900,183.5992,57.3748,,,1
SO52002,1,11632,537,20210703,20210713,20210710,1,19,6,1,35.0000,35.0000,0.0000,0,13.0900,13.0900,35.0000,2.8000,0.8750,,,1
SO52093,1,17685,477,20210705,20210715,20210712,1,100,1,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52180,1,19727,474,20210707,20210717,20210714,1,100,1,1,69.9900,69.9900,0.0000,0,26.1763,26.1763,69.9900,5.5992,1.7498,,,1
SO52263,1,12965,485,20210708,20210718,20210715,1,100,4,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO52339,2,23784,528,20210710,20210720,20210717,1,100,1,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52426,3,24516,480,20210712,20210722,20210719,1,100,4,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO52511,3,13854,528,20210713,20210723,20210720,1,100,4,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52596,2,15112,475,20210715,20210725,20210722,1,100,7,1,69.9900,69.9900,0.0000,0,26.1763,26.1763,69.9900,5.5992,1.7498,,,1
SO52680,1,16405,588,20210717,20210727,20210724,1,98,10,1,769.4900,769.4900,0.0000,0,419.7784,419.7784,769.4900,61.5592,19.2373,,,1
SO52767,3,16223,225,20210718,20210728,20210725,1,100,4,1,8.9900,8.9900,0.0000,0,6.9223,6.9223,8.9900,0.7192,0.2248,,,1
SO52853,1,25835,535,20210720,20210730,20210727,1,100,4,1,24.9900,24.9900,0.0000,0,9.3463,9.3463,24.9900,1.9992,0.6248,,,1
SO52938,2,21234,237,20210722,20210801,20210729,1,100,4,1,49.9900,49.9900,0.0000,0,38.4923,38.4923,49.9900,3.9992,1.2498,,,1
SO53033,3,11827,463,20210724,20210803,20210731,1,19,6,1,24.4900,24.4900,0.0000,0,9.1593,9.1593,24.4900,1.9592,0.6123,,,1
SO53118,2,17387,214,20210725,20210804,20210801,1,19,6,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO55439,2,14017,476,20210901,20210911,20210908,1,100,4,1,69.9900,69.9900,0.0000,0,26.1763,26.1763,69.9900,5.5992,1.7498,,,1
SO56362,1,19127,591,20210918,20210928,20210925,1,100,1,1,564.9900,564.9900,0.0000,0,308.2179,308.2179,564.9900,45.1992,14.1248,,,1
SO56457,1,12061,477,20210920,20210930,20210927,1,19,6,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56534,3,25370,477,20210921,20211001,20210928,1,100,1,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56617,2,21657,478,20210923,20211003,20210930,1,100,1,1,9.9900,9.9900,0.0000,0,3.7363,3.7363,9.9900,0.7992,0.2498,,,1
SO56702,1,24379,482,20210925,20211005,20211002,1,6,9,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO56785,3,16708,489,20210926,20211006,20211003,1,6,9,1,53.9900,53.9900,0.0000,0,41.5723,41.5723,53.9900,4.3192,1.3498,,,1
SO56880,2,19075,528,20210928,20211008,20211005,1,100,7,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56969,3,23922,477,20210930,20211010,20211007,1,100,8,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO57237,3,22899,529,20211001,20211011,20211008,1,100,4,1,3.9900,3.9900,0.0000,0,1.4923,1.4923,3.9900,0.3192,0.0998,,,1
SO57329,1,19732,474,20211003,20211013,20211010,1,100,4,1,69.9900,69.9900,0.0000,0,26.1763,26.1763,69.9900,5.5992,1.7498,,,1
SO43768,1,27649,312,20190710,20190720,20190717,1,100,1,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44050,1,17050,310,20190730,20190809,20190806,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44357,1,17511,310,20190908,20190918,20190915,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44654,1,28619,313,20191014,20191024,20191021,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44924,1,28830,310,20191116,20191126,20191123,1,100,1,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45171,1,11754,345,20191216,20191226,20191223,1,6,9,1,3399.9900,3399.9900,0.0000,0,1912.1544,1912.1544,3399.9900,271.9992,84.9998,,,1
SO45457,1,27752,313,20200119,20200129,20200126,1,100,6,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45728,1,14426,313,20200221,20200303,20200228,1,100,8,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45972,1,19472,324,20200325,20200404,20200401,1,100,8,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO46264,1,28491,350,20200421,20200501,20200428,1,100,7,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO46539,1,12200,314,20200522,20200601,20200529,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46818,1,21211,369,20200616,20200626,20200623,2,6,9,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO47164,1,12123,360,20200713,20200723,20200720,1,98,10,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO47482,1,21948,370,20200804,20200814,20200811,1,6,9,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO47763,1,22170,379,20200904,20200914,20200911,1,6,9,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO48103,1,16389,377,20201003,20201013,20201010,1,100,8,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO48424,1,15070,377,20201102,20201112,20201109,1,100,7,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO48631,1,17185,375,20201121,20201201,20201128,1,98,10,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO48903,1,26653,343,20201213,20201223,20201220,1,6,9,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO49242,1,23524,368,20210107,20210117,20210114,1,6,9,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO49555,1,25036,387,20210129,20210208,20210205,1,6,9,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO49762,1,17948,368,20210222,20210304,20210301,1,98,10,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO50043,1,14398,385,20210315,20210325,20210322,1,100,1,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO50384,1,27371,341,20210404,20210414,20210411,1,6,9,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO65059,1,11373,479,20220128,20220207,20220204,1,100,8,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO50623,1,27545,321,20210428,20210508,20210505,1,19,6,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO50932,1,17885,383,20210516,20210526,20210523,1,100,7,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO51196,4,18906,222,20210601,20210611,20210608,1,6,9,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO51269,2,16693,540,20210606,20210616,20210613,1,6,9,1,32.6000,32.6000,0.0000,0,12.1924,12.1924,32.6000,2.6080,0.8150,,,1
SO51347,3,11062,222,20210610,20210620,20210617,1,100,1,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO51419,3,18903,529,20210614,20210624,20210621,1,6,9,1,3.9900,3.9900,0.0000,0,1.4923,1.4923,3.9900,0.3192,0.0998,,,1
SO51492,2,11018,485,20210619,20210629,20210626,1,6,9,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO51567,1,15276,604,20210623,20210703,20210630,1,100,4,1,539.9900,539.9900,0.0000,0,343.6496,343.6496,539.9900,43.1992,13.4998,,,1
SO51647,3,11144,237,20210628,20210708,20210705,2,100,1,1,49.9900,49.9900,0.0000,0,38.4923,38.4923,49.9900,3.9992,1.2498,,,1
SO51917,1,28311,573,20210701,20210711,20210708,1,6,9,1,2384.0700,2384.0700,0.0000,0,1481.9379,1481.9379,2384.0700,190.7256,59.6018,,,1
SO52002,2,11632,528,20210703,20210713,20210710,1,19,6,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52094,1,15861,528,20210705,20210715,20210712,1,100,4,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52181,1,13732,477,20210707,20210717,20210714,1,19,6,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52263,2,12965,217,20210708,20210718,20210715,1,100,4,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO52340,1,25849,535,20210710,20210720,20210717,1,100,4,1,24.9900,24.9900,0.0000,0,9.3463,9.3463,24.9900,1.9992,0.6248,,,1
SO52427,1,25844,535,20210712,20210722,20210719,1,100,4,1,24.9900,24.9900,0.0000,0,9.3463,9.3463,24.9900,1.9992,0.6248,,,1
SO52512,1,11016,363,20210713,20210723,20210720,1,100,4,1,2294.9900,2294.9900,0.0000,0,1251.9813,1251.9813,2294.9900,183.5992,57.3748,,,1
SO52597,1,16563,528,20210715,20210725,20210722,1,98,10,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52680,2,16405,231,20210717,20210727,20210724,1,98,10,1,49.9900,49.9900,0.0000,0,38.4923,38.4923,49.9900,3.9992,1.2498,,,1
SO52767,4,16223,479,20210718,20210728,20210725,1,100,4,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO52853,2,25835,480,20210720,20210730,20210727,1,100,4,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
